timestamp,eur_usd
2025-04-04 16:27:43,1.0981
2025-04-04 16:35:01,1.0993
2025-04-04 16:40:01,1.0981
2025-04-04 16:45:01,1.0986
2025-04-04 16:50:01,1.0991
